full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Realism\vincent-van-gogh_scheveningen-woman-standing-1881.jpg,Realism\vincent-van-gogh_scheveningen-woman-standing-1881.jpg,Realism,vincent-van-gogh_scheveningen-woman-standing-1881.jpg,The darkness surrounding the woman looks to bear an infernal origin,fear
data\raw\wikiart\Baroque\rembrandt_saul-and-david-1660.jpg,Baroque\rembrandt_saul-and-david-1660.jpg,Baroque,rembrandt_saul-and-david-1660.jpg,"These people look creepy, I am getting a bad vibe like they are not good people.",fear
data\raw\wikiart\Impressionism\konstantin-korovin_portrait-of-z-pertseva-1921.jpg,Impressionism\konstantin-korovin_portrait-of-z-pertseva-1921.jpg,Impressionism,konstantin-korovin_portrait-of-z-pertseva-1921.jpg,The womans beauty surpasses the flowers she holds.,awe
data\raw\wikiart\Realism\vincent-van-gogh_head-of-a-fisherman-with-a-sou-wester-1883(1).jpg,Realism\vincent-van-gogh_head-of-a-fisherman-with-a-sou-wester-1883(1).jpg,Realism,vincent-van-gogh_head-of-a-fisherman-with-a-sou-wester-1883(1).jpg,"This person's mouth is heavily downturned, their eyes squint out of the portrait with eyebrows pinched, they stare intently as if they are about to give you a piece of their mind!",excitement
data\raw\wikiart\Realism\nicolae-grigorescu_hora.jpg,Realism\nicolae-grigorescu_hora.jpg,Realism,nicolae-grigorescu_hora.jpg,I feel confused as I'm trying to piece together what the event is that's happening in this painting.,something else
data\raw\wikiart\Impressionism\pierre-auguste-renoir_vase-of-roses-and-dahlias-1884.jpg,Impressionism\pierre-auguste-renoir_vase-of-roses-and-dahlias-1884.jpg,Impressionism,pierre-auguste-renoir_vase-of-roses-and-dahlias-1884.jpg,"The orange , yellow and white hues of the flower colors blend harmoniously to provide a  pleasant flower arrangement .",contentment
data\raw\wikiart\Romanticism\miklos-barabas_woman-in-striped-dress-1844.jpg,Romanticism\miklos-barabas_woman-in-striped-dress-1844.jpg,Romanticism,miklos-barabas_woman-in-striped-dress-1844.jpg,The woman's expression is very playful and full of life. I can see her personality in her eyes.,contentment
data\raw\wikiart\Early_Renaissance\sandro-botticelli_fortitude(1).jpg,Early_Renaissance\sandro-botticelli_fortitude(1).jpg,Early_Renaissance,sandro-botticelli_fortitude(1).jpg,"The lady looks powerful, but also worn down by life's battles.",sadness
data\raw\wikiart\Impressionism\nicolae-vermont_in-the-sun.jpg,Impressionism\nicolae-vermont_in-the-sun.jpg,Impressionism,nicolae-vermont_in-the-sun.jpg,The subdued green and orange colors blend harmoniously giving an appearance of calmness.,contentment
data\raw\wikiart\New_Realism\yiannis-tsaroychis_autumn-1979.jpg,New_Realism\yiannis-tsaroychis_autumn-1979.jpg,New_Realism,yiannis-tsaroychis_autumn-1979.jpg,The woman's face looks sad.,sadness
data\raw\wikiart\Abstract_Expressionism\joan-mitchell_untitled-1969-1.jpg,Abstract_Expressionism\joan-mitchell_untitled-1969-1.jpg,Abstract_Expressionism,joan-mitchell_untitled-1969-1.jpg,"The bright, sporadic colors are similar to Mardis Gras",excitement
data\raw\wikiart\Post_Impressionism\henri-de-toulouse-lautrec_study-for-the-laundress-1888.jpg,Post_Impressionism\henri-de-toulouse-lautrec_study-for-the-laundress-1888.jpg,Post_Impressionism,henri-de-toulouse-lautrec_study-for-the-laundress-1888.jpg,"Nothing. While the woman looks tired, it's hard to tell how or why she feels that way.",something else
data\raw\wikiart\Ukiyo_e\utagawa-kuniyoshi_miyamoto-musashi-killing-a-giant.jpg,Ukiyo_e\utagawa-kuniyoshi_miyamoto-musashi-killing-a-giant.jpg,Ukiyo_e,utagawa-kuniyoshi_miyamoto-musashi-killing-a-giant.jpg,The bright and cool colors are vivid and the image seems to convey force and combat.  I also think the symbolism of a mad defeating a beast is potent and it conveys excitement.,excitement
data\raw\wikiart\Romanticism\ivan-aivazovsky_sunrise-in-feodosia-1852.jpg,Romanticism\ivan-aivazovsky_sunrise-in-feodosia-1852.jpg,Romanticism,ivan-aivazovsky_sunrise-in-feodosia-1852.jpg,The light turquoise of the expansive sky.,awe
data\raw\wikiart\Post_Impressionism\pablo-picasso_still-life-the-dessert-1901.jpg,Post_Impressionism\pablo-picasso_still-life-the-dessert-1901.jpg,Post_Impressionism,pablo-picasso_still-life-the-dessert-1901.jpg,A wonderful table full of many yummy treats that are also colorful.,excitement
data\raw\wikiart\Realism\ilya-repin_hunchback-study-1880.jpg,Realism\ilya-repin_hunchback-study-1880.jpg,Realism,ilya-repin_hunchback-study-1880.jpg,The woman's drab clothes and her expression makes her seem sad.,sadness
data\raw\wikiart\Impressionism\joaquã­n-sorolla_the-christening-1899.jpg,Impressionism\joaquã­n-sorolla_the-christening-1899.jpg,Impressionism,joaquã­n-sorolla_the-christening-1899.jpg,A dark force in the center interrupts an indoor festivity and chaos ensues.,fear
data\raw\wikiart\Baroque\caravaggio_basket-of-fruit.jpg,Baroque\caravaggio_basket-of-fruit.jpg,Baroque,caravaggio_basket-of-fruit.jpg,The basket of fruit is a comforting feeling.,contentment
data\raw\wikiart\Romanticism\william-shayer_the-road-to-market.jpg,Romanticism\william-shayer_the-road-to-market.jpg,Romanticism,william-shayer_the-road-to-market.jpg,the family seem the be in joy,contentment
data\raw\wikiart\Expressionism\georges-braque_the-plow-1961.jpg,Expressionism\georges-braque_the-plow-1961.jpg,Expressionism,georges-braque_the-plow-1961.jpg,The brown part looks like a virus infecting the rest of the painting.,disgust
data\raw\wikiart\Fauvism\pyotr-konchalovsky_the-woman-on-the-bank-of-the-river-1922.jpg,Fauvism\pyotr-konchalovsky_the-woman-on-the-bank-of-the-river-1922.jpg,Fauvism,pyotr-konchalovsky_the-woman-on-the-bank-of-the-river-1922.jpg,it looks like a bunch of people bathing in a pond naked which is funny to me,amusement
data\raw\wikiart\Art_Nouveau_Modern\konstantin-korovin_oriental-slave-market-sketch-of-set-for-a-adam-s-and-c-pugni-s-ballet-1912.jpg,Art_Nouveau_Modern\konstantin-korovin_oriental-slave-market-sketch-of-set-for-a-adam-s-and-c-pugni-s-ballet-1912.jpg,Art_Nouveau_Modern,konstantin-korovin_oriental-slave-market-sketch-of-set-for-a-adam-s-and-c-pugni-s-ballet-1912.jpg,a gathering on a beach with sail boats in the background,excitement
data\raw\wikiart\Rococo\allan-ramsay_portrait-of-anne-brown.jpg,Rococo\allan-ramsay_portrait-of-anne-brown.jpg,Rococo,allan-ramsay_portrait-of-anne-brown.jpg,The lady in the painting looks amused but not totally bored.,contentment
data\raw\wikiart\Impressionism\pierre-auguste-renoir_seated-nude-1913.jpg,Impressionism\pierre-auguste-renoir_seated-nude-1913.jpg,Impressionism,pierre-auguste-renoir_seated-nude-1913.jpg,"A plumb, young woman sitting on her bed nude. She is painted in all soothing and sweet tones of pinks and oranges.",something else
data\raw\wikiart\Impressionism\valentin-serov_pond-in-abramtsevo-1886.jpg,Impressionism\valentin-serov_pond-in-abramtsevo-1886.jpg,Impressionism,valentin-serov_pond-in-abramtsevo-1886.jpg,The water is so still it is like a mirror to the landscape around it.,contentment
data\raw\wikiart\Expressionism\rafael-zabaleta_bathers-on-the-beach-in-santander-1955.jpg,Expressionism\rafael-zabaleta_bathers-on-the-beach-in-santander-1955.jpg,Expressionism,rafael-zabaleta_bathers-on-the-beach-in-santander-1955.jpg,The deep greens and blues expresses lushness and contentment,contentment
data\raw\wikiart\Symbolism\harry-clarke_the-year-s-at-the-spring-1920-28.jpg,Symbolism\harry-clarke_the-year-s-at-the-spring-1920-28.jpg,Symbolism,harry-clarke_the-year-s-at-the-spring-1920-28.jpg,"It looks like the people might suddenly fall off the world.  The cane isn't touching the ground, and the woman looks like she might float into the air.  Everything is in motion.",excitement
data\raw\wikiart\Realism\james-tissot_partie-carree-1870.jpg,Realism\james-tissot_partie-carree-1870.jpg,Realism,james-tissot_partie-carree-1870.jpg,The four people at the picnic look like they are having a wonderful time.,excitement
data\raw\wikiart\Rococo\george-morland_door-of-a-village-inn.jpg,Rococo\george-morland_door-of-a-village-inn.jpg,Rococo,george-morland_door-of-a-village-inn.jpg,The family is gathering up for the night as the sun starts to fade.,contentment
data\raw\wikiart\Expressionism\amedeo-modigliani_the-beautiful-confectioner-1916.jpg,Expressionism\amedeo-modigliani_the-beautiful-confectioner-1916.jpg,Expressionism,amedeo-modigliani_the-beautiful-confectioner-1916.jpg,"Happy matron, contented",amusement
data\raw\wikiart\Art_Nouveau_Modern\ivan-bilibin_illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-2(1).jpg,Art_Nouveau_Modern\ivan-bilibin_illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-2(1).jpg,Art_Nouveau_Modern,ivan-bilibin_illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-2(1).jpg,"I like this. Great detail, reminds me of some of the Japanese paintings I've seen",awe
data\raw\wikiart\Symbolism\odilon-redon_flowers-1.jpg,Symbolism\odilon-redon_flowers-1.jpg,Symbolism,odilon-redon_flowers-1.jpg,The contrasting background color adds volume to the appearance of the flowers.,contentment
data\raw\wikiart\Realism\vasily-surikov_soldier-s-head-in-a-cocked-hat-1898.jpg,Realism\vasily-surikov_soldier-s-head-in-a-cocked-hat-1898.jpg,Realism,vasily-surikov_soldier-s-head-in-a-cocked-hat-1898.jpg,This sketch of a man looks like he has seen hard times.,disgust
data\raw\wikiart\Impressionism\konstantin-korovin_the-port-in-marseilles-1.jpg,Impressionism\konstantin-korovin_the-port-in-marseilles-1.jpg,Impressionism,konstantin-korovin_the-port-in-marseilles-1.jpg,This painting represent sadness with the colors used.,sadness
data\raw\wikiart\Pop_Art\aldo-mondino_capi-e-copricapi-1993.jpg,Pop_Art\aldo-mondino_capi-e-copricapi-1993.jpg,Pop_Art,aldo-mondino_capi-e-copricapi-1993.jpg,The colors and exaggerated size of the figures gives the painting a lot of energy,excitement
data\raw\wikiart\Ukiyo_e\utagawa-kuniyoshi_half-legth-portrait-of-goshaku-somegoro.jpg,Ukiyo_e\utagawa-kuniyoshi_half-legth-portrait-of-goshaku-somegoro.jpg,Ukiyo_e,utagawa-kuniyoshi_half-legth-portrait-of-goshaku-somegoro.jpg,The scratchy texture on the background contrasts very well with the deep colors of the flute player's outfit.,contentment
data\raw\wikiart\Realism\camille-corot_lonesome-valley-1874.jpg,Realism\camille-corot_lonesome-valley-1874.jpg,Realism,camille-corot_lonesome-valley-1874.jpg,I enjoy how everything looks so soft and blended.,contentment
data\raw\wikiart\Expressionism\ernst-ludwig-kirchner_man-and-naked-woman.jpg,Expressionism\ernst-ludwig-kirchner_man-and-naked-woman.jpg,Expressionism,ernst-ludwig-kirchner_man-and-naked-woman.jpg,"the colors brown vibrant and the nude is well painted , eyes expression is quite vag",excitement
data\raw\wikiart\Post_Impressionism\henri-de-toulouse-lautrec_indian-decor-1894.jpg,Post_Impressionism\henri-de-toulouse-lautrec_indian-decor-1894.jpg,Post_Impressionism,henri-de-toulouse-lautrec_indian-decor-1894.jpg,there is a red elephant in the photo,awe
data\raw\wikiart\Rococo\maurice-quentin-de-la-tour_self-portrait-with-lace-jabot.jpg,Rococo\maurice-quentin-de-la-tour_self-portrait-with-lace-jabot.jpg,Rococo,maurice-quentin-de-la-tour_self-portrait-with-lace-jabot.jpg,Even the bright colors can't cover the fact that this man is smug,disgust
data\raw\wikiart\Pop_Art\claes-oldenburg_floor-burger-giant-hamburger-1962.jpg,Pop_Art\claes-oldenburg_floor-burger-giant-hamburger-1962.jpg,Pop_Art,claes-oldenburg_floor-burger-giant-hamburger-1962.jpg,This looks like a cheeseburger.,amusement
data\raw\wikiart\Mannerism_Late_Renaissance\titian_david-and-goliath-1544.jpg,Mannerism_Late_Renaissance\titian_david-and-goliath-1544.jpg,Mannerism_Late_Renaissance,titian_david-and-goliath-1544.jpg,The dark skies above the slain bleeding man bode something terrible.,fear
data\raw\wikiart\Cubism\arthur-segal_stra-e-mit-kirchturm-1924.jpg,Cubism\arthur-segal_stra-e-mit-kirchturm-1924.jpg,Cubism,arthur-segal_stra-e-mit-kirchturm-1924.jpg,It's just an empty alleyway and makes me think about being alone.,sadness
data\raw\wikiart\Symbolism\mikhail-vrubel_parting-of-the-sea-king-and-princess-volkhova-1898.jpg,Symbolism\mikhail-vrubel_parting-of-the-sea-king-and-princess-volkhova-1898.jpg,Symbolism,mikhail-vrubel_parting-of-the-sea-king-and-princess-volkhova-1898.jpg,the darkness of the water is very foreboding for the figure in it.,sadness
data\raw\wikiart\Expressionism\salvador-dali_portrait-of-a-girl-in-a-landscape.jpg,Expressionism\salvador-dali_portrait-of-a-girl-in-a-landscape.jpg,Expressionism,salvador-dali_portrait-of-a-girl-in-a-landscape.jpg,This woman's far away eyes and pleasant mouth feels like she is in deep thought and content with what she is feeling.,contentment
data\raw\wikiart\Expressionism\ramon-oviedo_despues-que-el-sol-se-acu.jpg,Expressionism\ramon-oviedo_despues-que-el-sol-se-acu.jpg,Expressionism,ramon-oviedo_despues-que-el-sol-se-acu.jpg,This is like souls falling into the pit of hell!,sadness
data\raw\wikiart\Abstract_Expressionism\sam-francis_untitled-yellow-1961.jpg,Abstract_Expressionism\sam-francis_untitled-yellow-1961.jpg,Abstract_Expressionism,sam-francis_untitled-yellow-1961.jpg,The splashes of orange and yellow paint seem lazily done.,something else
data\raw\wikiart\Romanticism\david-wilkie_unknown-man-formerly-known-as-james-northcote.jpg,Romanticism\david-wilkie_unknown-man-formerly-known-as-james-northcote.jpg,Romanticism,david-wilkie_unknown-man-formerly-known-as-james-northcote.jpg,He appears to be very inquisitive and maybe a little mischievous,amusement
data\raw\wikiart\Impressionism\pierre-auguste-renoir_still-life-with-roses.jpg,Impressionism\pierre-auguste-renoir_still-life-with-roses.jpg,Impressionism,pierre-auguste-renoir_still-life-with-roses.jpg,"This picture looks like a vase of fancy flowers, and I love that aspect",contentment
data\raw\wikiart\Expressionism\alekos-kontopoulos_self-portrait(3).jpg,Expressionism\alekos-kontopoulos_self-portrait(3).jpg,Expressionism,alekos-kontopoulos_self-portrait(3).jpg,He looks very uninterested in whatever you are saying.,amusement
data\raw\wikiart\Romanticism\john-atkinson-grimshaw_golden-autumn.jpg,Romanticism\john-atkinson-grimshaw_golden-autumn.jpg,Romanticism,john-atkinson-grimshaw_golden-autumn.jpg,Peace... walking down a lovely cobblestone road in the fall with the crisp air and leaves... very tranquil.,something else
data\raw\wikiart\Expressionism\pablo-picasso_minotaur-is-wounded-1933.jpg,Expressionism\pablo-picasso_minotaur-is-wounded-1933.jpg,Expressionism,pablo-picasso_minotaur-is-wounded-1933.jpg,The faces look threatening and not fully formed.,fear
data\raw\wikiart\Realism\vasily-surikov_soldier-descending-from-the-snowy-mountain-1898.jpg,Realism\vasily-surikov_soldier-descending-from-the-snowy-mountain-1898.jpg,Realism,vasily-surikov_soldier-descending-from-the-snowy-mountain-1898.jpg,the way his legs sick into the snow seems very really realistic,contentment
data\raw\wikiart\Symbolism\georges-lacombeâ _rams-blacks-the-year.jpg,Symbolism\georges-lacombeâ _rams-blacks-the-year.jpg,Symbolism,georges-lacombeâ _rams-blacks-the-year.jpg,The way the windmill in the background and the sheep out in the field are placed perfect and omit a calm feeling,contentment
data\raw\wikiart\Impressionism\claude-monet_by-the-river-at-vernon.jpg,Impressionism\claude-monet_by-the-river-at-vernon.jpg,Impressionism,claude-monet_by-the-river-at-vernon.jpg,"I love the reflection that the artists is able to depict. The use of blue, white, green, yellow, really bring this painting together.",awe
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_mulberry-tree-1889.jpg,Post_Impressionism\vincent-van-gogh_mulberry-tree-1889.jpg,Post_Impressionism,vincent-van-gogh_mulberry-tree-1889.jpg,A tree with bright colors is beautiful in the sunlight.,contentment
data\raw\wikiart\Ukiyo_e\hiroshige_mariko-mabutsu-chaya.jpg,Ukiyo_e\hiroshige_mariko-mabutsu-chaya.jpg,Ukiyo_e,hiroshige_mariko-mabutsu-chaya.jpg,Something about the scene makes me think of work that is about to get done,excitement
data\raw\wikiart\Romanticism\konstantin-makovsky_woman-head.jpg,Romanticism\konstantin-makovsky_woman-head.jpg,Romanticism,konstantin-makovsky_woman-head.jpg,"Although she's very beautiful, it looks like a miniature golden peacock had spread its tail on her head.",amusement
data\raw\wikiart\Baroque\adriaen-brouwer_tavern-scene.jpg,Baroque\adriaen-brouwer_tavern-scene.jpg,Baroque,adriaen-brouwer_tavern-scene.jpg,the characters appear in states of agitation and emotional excess or curiosity,amusement
data\raw\wikiart\Art_Nouveau_Modern\koloman-moser_female-nude-with-blue-cloth.jpg,Art_Nouveau_Modern\koloman-moser_female-nude-with-blue-cloth.jpg,Art_Nouveau_Modern,koloman-moser_female-nude-with-blue-cloth.jpg,"It looks like the girl is having fun, she looks amused too.",amusement
